ts;id;resource;event
Mon Feb 28 19:11:52 CET 2022;2051;system;order_completed
Mon Feb 28 19:11:57 CET 2022;2062;system;order_completed
Mon Feb 28 19:12:33 CET 2022;2153;system;new_order
Mon Feb 28 19:12:33 CET 2022;2153;system;direct_to_line2
Mon Feb 28 19:13:24 CET 2022;2074;agv;transport_to_cell2_buffer
Mon Feb 28 19:16:01 CET 2022;2075;agv;transport_to_cell2_buffer
Mon Feb 28 19:17:16 CET 2022;2052;system;order_completed
Mon Feb 28 19:17:51 CET 2022;2065;cell1_buffer;enter_cell1
Mon Feb 28 19:17:51 CET 2022;2065;cell1;cell1_operation
Mon Feb 28 19:17:57 CET 2022;2064;system;order_completed
Mon Feb 28 19:23:51 CET 2022;2154;system;new_order
Mon Feb 28 19:23:51 CET 2022;2154;system;direct_to_line1
Mon Feb 28 19:24:03 CET 2022;2155;system;new_order
Mon Feb 28 19:24:03 CET 2022;2155;system;direct_to_line2
Mon Feb 28 19:24:11 CET 2022;2066;cell1_buffer;enter_cell1
Mon Feb 28 19:24:11 CET 2022;2066;cell1;cell1_operation
Mon Feb 28 19:24:17 CET 2022;2065;system;order_completed
Mon Feb 28 19:26:07 CET 2022;2053;cell2_buffer;enter_cell2
Mon Feb 28 19:26:07 CET 2022;2053;cell2;cell2_operation
Mon Feb 28 19:26:07 CET 2022;2076;agv;transport_to_cell1_buffer
Mon Feb 28 19:26:50 CET 2022;2156;system;new_order
Mon Feb 28 19:26:50 CET 2022;2156;system;direct_to_line1
Mon Feb 28 19:27:34 CET 2022;2157;system;new_order
Mon Feb 28 19:27:34 CET 2022;2157;system;direct_to_line2
Mon Feb 28 19:28:15 CET 2022;2077;agv;transport_to_cell1_buffer
Mon Feb 28 19:30:18 CET 2022;2069;cell1_buffer;enter_cell1
Mon Feb 28 19:30:18 CET 2022;2069;cell1;cell1_operation
Mon Feb 28 19:30:24 CET 2022;2066;system;order_completed
Mon Feb 28 19:31:08 CET 2022;2158;system;new_order
Mon Feb 28 19:31:08 CET 2022;2158;system;direct_to_line1
Mon Feb 28 19:31:13 CET 2022;2054;cell2_buffer;enter_cell2
Mon Feb 28 19:31:13 CET 2022;2054;cell2;cell2_operation
Mon Feb 28 19:31:18 CET 2022;2053;system;order_completed
Mon Feb 28 19:35:24 CET 2022;2070;cell1_buffer;enter_cell1
Mon Feb 28 19:35:24 CET 2022;2070;cell1;cell1_operation
Mon Feb 28 19:35:29 CET 2022;2069;system;order_completed
Mon Feb 28 19:38:11 CET 2022;2057;cell2_buffer;enter_cell2
Mon Feb 28 19:38:11 CET 2022;2057;cell2;cell2_operation
Mon Feb 28 19:38:17 CET 2022;2054;system;order_completed
Mon Feb 28 19:41:19 CET 2022;2072;cell1_buffer;enter_cell1
Mon Feb 28 19:41:19 CET 2022;2072;cell1;cell1_operation
Mon Feb 28 19:41:25 CET 2022;2070;system;order_completed
Mon Feb 28 19:41:40 CET 2022;2078;agv;transport_to_cell1_buffer
Mon Feb 28 19:42:48 CET 2022;2059;cell2_buffer;enter_cell2
Mon Feb 28 19:42:48 CET 2022;2059;cell2;cell2_operation
Mon Feb 28 19:42:54 CET 2022;2057;system;order_completed
Mon Feb 28 19:43:18 CET 2022;2079;agv;transport_to_cell1_buffer
Mon Feb 28 19:46:11 CET 2022;2080;agv;transport_to_cell2_buffer
Mon Feb 28 19:46:31 CET 2022;2073;cell1_buffer;enter_cell1
Mon Feb 28 19:46:31 CET 2022;2073;cell1;cell1_operation
Mon Feb 28 19:46:37 CET 2022;2072;system;order_completed
Mon Feb 28 19:47:19 CET 2022;2081;agv;transport_to_cell1_buffer
Mon Feb 28 19:47:32 CET 2022;2159;system;new_order
Mon Feb 28 19:47:32 CET 2022;2159;system;direct_to_line1
Mon Feb 28 19:49:01 CET 2022;2059;system;order_completed
Mon Feb 28 19:50:48 CET 2022;2082;agv;transport_to_cell1_buffer
Mon Feb 28 19:51:05 CET 2022;2160;system;new_order
Mon Feb 28 19:51:05 CET 2022;2160;system;direct_to_line1
Mon Feb 28 19:52:38 CET 2022;2073;system;order_completed
Mon Feb 28 19:53:36 CET 2022;2161;system;new_order
Mon Feb 28 19:53:36 CET 2022;2161;system;direct_to_line2
Mon Feb 28 19:53:48 CET 2022;2083;agv;transport_to_cell2_buffer
Mon Feb 28 19:55:50 CET 2022;2162;system;new_order
Mon Feb 28 19:55:50 CET 2022;2162;system;direct_to_line1
Mon Feb 28 19:56:58 CET 2022;2163;system;new_order
Mon Feb 28 19:56:58 CET 2022;2163;system;direct_to_line1
Mon Feb 28 19:58:09 CET 2022;2063;cell2_buffer;enter_cell2
Mon Feb 28 19:58:09 CET 2022;2063;cell2;cell2_operation
Mon Feb 28 19:58:39 CET 2022;2084;agv;transport_to_cell1_buffer
Mon Feb 28 19:59:25 CET 2022;2164;system;new_order
Mon Feb 28 19:59:25 CET 2022;2164;system;direct_to_line2
Mon Feb 28 20:01:07 CET 2022;2076;cell1_buffer;enter_cell1
Mon Feb 28 20:01:07 CET 2022;2076;cell1;cell1_operation
Mon Feb 28 20:02:38 CET 2022;2085;agv;transport_to_cell2_buffer
Mon Feb 28 20:03:25 CET 2022;2165;system;new_order
Mon Feb 28 20:03:25 CET 2022;2165;system;direct_to_line1
Mon Feb 28 20:04:20 CET 2022;2086;agv;transport_to_cell2_buffer
Mon Feb 28 20:05:44 CET 2022;2077;cell1_buffer;enter_cell1
Mon Feb 28 20:05:44 CET 2022;2077;cell1;cell1_operation
Mon Feb 28 20:05:50 CET 2022;2076;system;order_completed
Mon Feb 28 20:06:22 CET 2022;2067;cell2_buffer;enter_cell2
Mon Feb 28 20:06:22 CET 2022;2067;cell2;cell2_operation
Mon Feb 28 20:06:28 CET 2022;2063;system;order_completed
Mon Feb 28 20:06:37 CET 2022;2166;system;new_order
Mon Feb 28 20:06:37 CET 2022;2166;system;direct_to_line2
Mon Feb 28 20:08:01 CET 2022;2087;agv;transport_to_cell2_buffer
Mon Feb 28 20:08:36 CET 2022;2167;system;new_order
Mon Feb 28 20:08:36 CET 2022;2167;system;direct_to_line2
Mon Feb 28 20:10:23 CET 2022;2078;cell1_buffer;enter_cell1
Mon Feb 28 20:10:23 CET 2022;2078;cell1;cell1_operation
Mon Feb 28 20:10:29 CET 2022;2077;system;order_completed
Mon Feb 28 20:11:09 CET 2022;2068;cell2_buffer;enter_cell2
Mon Feb 28 20:11:09 CET 2022;2068;cell2;cell2_operation
Mon Feb 28 20:11:15 CET 2022;2067;system;order_completed
Mon Feb 28 20:12:11 CET 2022;2088;agv;transport_to_cell2_buffer
Mon Feb 28 20:12:50 CET 2022;2168;system;new_order
Mon Feb 28 20:12:50 CET 2022;2168;system;direct_to_line1
Mon Feb 28 20:13:29 CET 2022;2089;agv;transport_to_cell1_buffer
Mon Feb 28 20:13:37 CET 2022;2169;system;new_order
Mon Feb 28 20:13:37 CET 2022;2169;system;direct_to_line1
Mon Feb 28 20:15:09 CET 2022;2079;cell1_buffer;enter_cell1
Mon Feb 28 20:15:09 CET 2022;2079;cell1;cell1_operation
Mon Feb 28 20:15:14 CET 2022;2078;system;order_completed
Mon Feb 28 20:15:59 CET 2022;2071;cell2_buffer;enter_cell2
Mon Feb 28 20:15:59 CET 2022;2071;cell2;cell2_operation
Mon Feb 28 20:16:05 CET 2022;2068;system;order_completed
Mon Feb 28 20:16:52 CET 2022;2090;agv;transport_to_cell2_buffer
Mon Feb 28 20:18:40 CET 2022;2091;agv;transport_to_cell2_buffer
Mon Feb 28 20:21:02 CET 2022;2081;cell1_buffer;enter_cell1
Mon Feb 28 20:21:02 CET 2022;2081;cell1;cell1_operation
Mon Feb 28 20:21:08 CET 2022;2079;system;order_completed
Mon Feb 28 20:22:06 CET 2022;2170;system;new_order
Mon Feb 28 20:22:06 CET 2022;2170;system;direct_to_line2
Mon Feb 28 20:22:28 CET 2022;2071;system;order_completed
Mon Feb 28 20:22:37 CET 2022;2171;system;new_order
Mon Feb 28 20:22:37 CET 2022;2171;system;direct_to_line1
Mon Feb 28 20:25:44 CET 2022;2172;system;new_order
Mon Feb 28 20:25:44 CET 2022;2172;system;direct_to_line2
Mon Feb 28 20:27:27 CET 2022;2082;cell1_buffer;enter_cell1
Mon Feb 28 20:27:27 CET 2022;2082;cell1;cell1_operation
Mon Feb 28 20:27:33 CET 2022;2081;system;order_completed
Mon Feb 28 20:28:42 CET 2022;2074;cell2_buffer;enter_cell2
Mon Feb 28 20:28:42 CET 2022;2074;cell2;cell2_operation
Mon Feb 28 20:28:42 CET 2022;2092;agv;transport_to_cell1_buffer
Mon Feb 28 20:29:06 CET 2022;2173;system;new_order
Mon Feb 28 20:29:06 CET 2022;2173;system;direct_to_line2
Mon Feb 28 20:30:48 CET 2022;2093;agv;transport_to_cell2_buffer
Mon Feb 28 20:33:10 CET 2022;2174;system;new_order
Mon Feb 28 20:33:10 CET 2022;2174;system;direct_to_line1
Mon Feb 28 20:33:40 CET 2022;2084;cell1_buffer;enter_cell1
Mon Feb 28 20:33:40 CET 2022;2084;cell1;cell1_operation
Mon Feb 28 20:33:45 CET 2022;2082;system;order_completed
Mon Feb 28 20:34:09 CET 2022;2075;cell2_buffer;enter_cell2
Mon Feb 28 20:34:09 CET 2022;2075;cell2;cell2_operation
Mon Feb 28 20:34:09 CET 2022;2094;agv;transport_to_cell1_buffer
Mon Feb 28 20:34:15 CET 2022;2074;system;order_completed
Mon Feb 28 20:38:08 CET 2022;2095;agv;transport_to_cell1_buffer
Mon Feb 28 20:40:34 CET 2022;2080;cell2_buffer;enter_cell2
Mon Feb 28 20:40:34 CET 2022;2080;cell2;cell2_operation
Mon Feb 28 20:40:40 CET 2022;2075;system;order_completed
Mon Feb 28 20:40:45 CET 2022;2096;agv;transport_to_cell1_buffer
Mon Feb 28 20:41:06 CET 2022;2084;system;order_completed
Mon Feb 28 20:42:23 CET 2022;2097;agv;transport_to_cell2_buffer
Mon Feb 28 20:42:31 CET 2022;2175;system;new_order
Mon Feb 28 20:42:31 CET 2022;2175;system;direct_to_line2
Mon Feb 28 20:44:45 CET 2022;2176;system;new_order
Mon Feb 28 20:44:45 CET 2022;2176;system;direct_to_line1
Mon Feb 28 20:46:00 CET 2022;2098;agv;transport_to_cell2_buffer
Mon Feb 28 20:46:22 CET 2022;2177;system;new_order
Mon Feb 28 20:46:22 CET 2022;2177;system;direct_to_line2
Mon Feb 28 20:47:43 CET 2022;2178;system;new_order
Mon Feb 28 20:47:43 CET 2022;2178;system;direct_to_line1
Mon Feb 28 20:47:53 CET 2022;2080;system;order_completed
Mon Feb 28 20:49:46 CET 2022;2089;cell1_buffer;enter_cell1
Mon Feb 28 20:49:46 CET 2022;2089;cell1;cell1_operation
Mon Feb 28 20:54:27 CET 2022;2092;cell1_buffer;enter_cell1
Mon Feb 28 20:54:27 CET 2022;2092;cell1;cell1_operation
Mon Feb 28 20:54:33 CET 2022;2089;system;order_completed
Mon Feb 28 20:57:15 CET 2022;2083;cell2_buffer;enter_cell2
Mon Feb 28 20:57:15 CET 2022;2083;cell2;cell2_operation
Mon Feb 28 20:57:15 CET 2022;2099;agv;transport_to_cell2_buffer
Mon Feb 28 20:58:19 CET 2022;2179;system;new_order
Mon Feb 28 20:58:19 CET 2022;2179;system;direct_to_line1
Mon Feb 28 21:01:16 CET 2022;2094;cell1_buffer;enter_cell1
Mon Feb 28 21:01:16 CET 2022;2094;cell1;cell1_operation
Mon Feb 28 21:01:22 CET 2022;2092;system;order_completed
Mon Feb 28 21:01:58 CET 2022;2085;cell2_buffer;enter_cell2
Mon Feb 28 21:01:58 CET 2022;2085;cell2;cell2_operation
Mon Feb 28 21:01:58 CET 2022;2100;agv;transport_to_cell2_buffer
Mon Feb 28 21:02:04 CET 2022;2083;system;order_completed
Mon Feb 28 21:07:51 CET 2022;2086;cell2_buffer;enter_cell2
Mon Feb 28 21:07:51 CET 2022;2086;cell2;cell2_operation
Mon Feb 28 21:07:51 CET 2022;2101;agv;transport_to_cell1_buffer
Mon Feb 28 21:07:56 CET 2022;2085;system;order_completed
Mon Feb 28 21:07:59 CET 2022;2095;cell1_buffer;enter_cell1
Mon Feb 28 21:07:59 CET 2022;2095;cell1;cell1_operation
Mon Feb 28 21:08:05 CET 2022;2094;system;order_completed
Mon Feb 28 21:09:10 CET 2022;2102;agv;transport_to_cell1_buffer
Mon Feb 28 21:10:45 CET 2022;2103;agv;transport_to_cell2_buffer
Mon Feb 28 21:12:35 CET 2022;2087;cell2_buffer;enter_cell2
Mon Feb 28 21:12:35 CET 2022;2087;cell2;cell2_operation
Mon Feb 28 21:12:35 CET 2022;2104;agv;transport_to_cell1_buffer
Mon Feb 28 21:12:41 CET 2022;2086;system;order_completed
Mon Feb 28 21:13:04 CET 2022;2105;agv;transport_to_cell1_buffer
Mon Feb 28 21:13:25 CET 2022;2096;cell1_buffer;enter_cell1
Mon Feb 28 21:13:25 CET 2022;2096;cell1;cell1_operation
Mon Feb 28 21:13:31 CET 2022;2095;system;order_completed
Mon Feb 28 21:16:43 CET 2022;2180;system;new_order
Mon Feb 28 21:16:43 CET 2022;2180;system;direct_to_line2
Mon Feb 28 21:16:55 CET 2022;2181;system;new_order
Mon Feb 28 21:16:55 CET 2022;2181;system;direct_to_line1
Mon Feb 28 21:17:40 CET 2022;2087;system;order_completed
Mon Feb 28 21:19:29 CET 2022;2101;cell1_buffer;enter_cell1
Mon Feb 28 21:19:29 CET 2022;2101;cell1;cell1_operation
Mon Feb 28 21:19:35 CET 2022;2096;system;order_completed
Mon Feb 28 21:23:56 CET 2022;2106;agv;transport_to_cell2_buffer
Mon Feb 28 21:24:41 CET 2022;2102;cell1_buffer;enter_cell1
Mon Feb 28 21:24:41 CET 2022;2102;cell1;cell1_operation
Mon Feb 28 21:24:47 CET 2022;2101;system;order_completed
Mon Feb 28 21:27:03 CET 2022;2182;system;new_order
Mon Feb 28 21:27:03 CET 2022;2182;system;direct_to_line1
Mon Feb 28 21:27:05 CET 2022;2183;system;new_order
Mon Feb 28 21:27:05 CET 2022;2183;system;direct_to_line2
Mon Feb 28 21:27:12 CET 2022;2184;system;new_order
Mon Feb 28 21:27:12 CET 2022;2184;system;direct_to_line1
Mon Feb 28 21:27:59 CET 2022;2185;system;new_order
Mon Feb 28 21:27:59 CET 2022;2185;system;direct_to_line1
Mon Feb 28 21:28:33 CET 2022;2088;cell2_buffer;enter_cell2
Mon Feb 28 21:28:33 CET 2022;2088;cell2;cell2_operation
Mon Feb 28 21:28:33 CET 2022;2107;agv;transport_to_cell2_buffer
Mon Feb 28 21:29:47 CET 2022;2104;cell1_buffer;enter_cell1
Mon Feb 28 21:29:47 CET 2022;2104;cell1;cell1_operation
Mon Feb 28 21:29:53 CET 2022;2102;system;order_completed
Mon Feb 28 21:30:19 CET 2022;2186;system;new_order
Mon Feb 28 21:30:19 CET 2022;2186;system;direct_to_line1
Mon Feb 28 21:35:12 CET 2022;2090;cell2_buffer;enter_cell2
Mon Feb 28 21:35:12 CET 2022;2090;cell2;cell2_operation
Mon Feb 28 21:35:12 CET 2022;2108;agv;transport_to_cell1_buffer
Mon Feb 28 21:35:18 CET 2022;2088;system;order_completed
Mon Feb 28 21:35:42 CET 2022;2105;cell1_buffer;enter_cell1
Mon Feb 28 21:35:42 CET 2022;2105;cell1;cell1_operation
Mon Feb 28 21:35:48 CET 2022;2104;system;order_completed
Mon Feb 28 21:36:53 CET 2022;2187;system;new_order
Mon Feb 28 21:36:53 CET 2022;2187;system;direct_to_line1
Mon Feb 28 21:37:54 CET 2022;2109;agv;transport_to_cell2_buffer
Mon Feb 28 21:39:47 CET 2022;2188;system;new_order
Mon Feb 28 21:39:47 CET 2022;2188;system;direct_to_line1
Mon Feb 28 21:41:04 CET 2022;2091;cell2_buffer;enter_cell2
Mon Feb 28 21:41:04 CET 2022;2091;cell2;cell2_operation
Mon Feb 28 21:41:04 CET 2022;2110;agv;transport_to_cell1_buffer
Mon Feb 28 21:41:10 CET 2022;2090;system;order_completed
Mon Feb 28 21:41:29 CET 2022;2111;agv;transport_to_cell2_buffer
Mon Feb 28 21:43:00 CET 2022;2108;cell1_buffer;enter_cell1
Mon Feb 28 21:43:00 CET 2022;2108;cell1;cell1_operation
Mon Feb 28 21:43:06 CET 2022;2105;system;order_completed
Mon Feb 28 21:44:16 CET 2022;2189;system;new_order
Mon Feb 28 21:44:16 CET 2022;2189;system;direct_to_line2
Mon Feb 28 21:45:13 CET 2022;2190;system;new_order
Mon Feb 28 21:45:13 CET 2022;2190;system;direct_to_line1
Mon Feb 28 21:47:59 CET 2022;2191;system;new_order
Mon Feb 28 21:47:59 CET 2022;2191;system;direct_to_line2
Mon Feb 28 21:48:15 CET 2022;2093;cell2_buffer;enter_cell2
Mon Feb 28 21:48:15 CET 2022;2093;cell2;cell2_operation
Mon Feb 28 21:48:15 CET 2022;2112;agv;transport_to_cell1_buffer
Mon Feb 28 21:48:15 CET 2022;2113;agv;transport_to_cell2_buffer
Mon Feb 28 21:48:21 CET 2022;2091;system;order_completed
Mon Feb 28 21:48:48 CET 2022;2110;cell1_buffer;enter_cell1
Mon Feb 28 21:48:48 CET 2022;2110;cell1;cell1_operation
Mon Feb 28 21:48:53 CET 2022;2108;system;order_completed
Mon Feb 28 21:53:48 CET 2022;2093;system;order_completed
Mon Feb 28 21:55:10 CET 2022;2112;cell1_buffer;enter_cell1
Mon Feb 28 21:55:10 CET 2022;2112;cell1;cell1_operation
Mon Feb 28 21:55:16 CET 2022;2110;system;order_completed
Mon Feb 28 21:57:00 CET 2022;2192;system;new_order
Mon Feb 28 21:57:00 CET 2022;2192;system;direct_to_line1
Mon Feb 28 21:59:23 CET 2022;2193;system;new_order
Mon Feb 28 21:59:23 CET 2022;2193;system;direct_to_line1
Mon Feb 28 22:01:20 CET 2022;2112;system;order_completed
Mon Feb 28 22:01:29 CET 2022;2194;system;new_order
Mon Feb 28 22:01:29 CET 2022;2194;system;direct_to_line2
Mon Feb 28 22:03:40 CET 2022;2097;cell2_buffer;enter_cell2
Mon Feb 28 22:03:40 CET 2022;2097;cell2;cell2_operation
Mon Feb 28 22:03:40 CET 2022;2114;agv;transport_to_cell2_buffer
Mon Feb 28 22:07:27 CET 2022;2195;system;new_order
Mon Feb 28 22:07:27 CET 2022;2195;system;direct_to_line1
Mon Feb 28 22:08:19 CET 2022;2196;system;new_order
Mon Feb 28 22:08:19 CET 2022;2196;system;direct_to_line2
Mon Feb 28 22:10:22 CET 2022;2197;system;new_order
Mon Feb 28 22:10:22 CET 2022;2197;system;direct_to_line2
Mon Feb 28 22:10:25 CET 2022;2098;cell2_buffer;enter_cell2
Mon Feb 28 22:10:25 CET 2022;2098;cell2;cell2_operation
Mon Feb 28 22:10:25 CET 2022;2115;agv;transport_to_cell2_buffer
Mon Feb 28 22:10:31 CET 2022;2097;system;order_completed
Mon Feb 28 22:15:39 CET 2022;2099;cell2_buffer;enter_cell2
Mon Feb 28 22:15:39 CET 2022;2099;cell2;cell2_operation
Mon Feb 28 22:15:39 CET 2022;2116;agv;transport_to_cell1_buffer
Mon Feb 28 22:15:44 CET 2022;2098;system;order_completed
Mon Feb 28 22:15:46 CET 2022;2116;cell1_buffer;enter_cell1
Mon Feb 28 22:15:46 CET 2022;2117;agv;transport_to_cell1_buffer
Mon Feb 28 22:15:46 CET 2022;2116;cell1;cell1_operation
Mon Feb 28 22:17:13 CET 2022;2118;agv;transport_to_cell1_buffer
Mon Feb 28 22:18:02 CET 2022;2198;system;new_order
Mon Feb 28 22:18:02 CET 2022;2198;system;direct_to_line2
Mon Feb 28 22:18:35 CET 2022;2119;agv;transport_to_cell1_buffer
Mon Feb 28 22:21:33 CET 2022;2120;agv;transport_to_cell2_buffer
Mon Feb 28 22:21:53 CET 2022;2199;system;new_order
Mon Feb 28 22:21:53 CET 2022;2199;system;direct_to_line2
Mon Feb 28 22:22:35 CET 2022;2100;cell2_buffer;enter_cell2
Mon Feb 28 22:22:35 CET 2022;2100;cell2;cell2_operation
Mon Feb 28 22:22:41 CET 2022;2099;system;order_completed
Mon Feb 28 22:22:44 CET 2022;2117;cell1_buffer;enter_cell1
Mon Feb 28 22:22:44 CET 2022;2117;cell1;cell1_operation
Mon Feb 28 22:22:50 CET 2022;2116;system;order_completed
Mon Feb 28 22:24:12 CET 2022;2121;agv;transport_to_cell1_buffer
Mon Feb 28 22:25:35 CET 2022;2200;system;new_order
Mon Feb 28 22:25:35 CET 2022;2200;system;direct_to_line2
Mon Feb 28 22:27:02 CET 2022;2122;agv;transport_to_cell2_buffer
Mon Feb 28 22:28:20 CET 2022;2118;cell1_buffer;enter_cell1
Mon Feb 28 22:28:20 CET 2022;2118;cell1;cell1_operation
Mon Feb 28 22:28:26 CET 2022;2117;system;order_completed
Mon Feb 28 22:29:47 CET 2022;2201;system;new_order
Mon Feb 28 22:29:47 CET 2022;2201;system;direct_to_line1
Mon Feb 28 22:30:45 CET 2022;2202;system;new_order
Mon Feb 28 22:30:45 CET 2022;2202;system;direct_to_line1
Mon Feb 28 22:30:53 CET 2022;2100;system;order_completed
Mon Feb 28 22:31:42 CET 2022;2203;system;new_order
Mon Feb 28 22:31:42 CET 2022;2203;system;direct_to_line2
Mon Feb 28 22:33:22 CET 2022;2204;system;new_order
Mon Feb 28 22:33:22 CET 2022;2204;system;direct_to_line2
Mon Feb 28 22:34:06 CET 2022;2205;system;new_order
Mon Feb 28 22:34:06 CET 2022;2205;system;direct_to_line1
Mon Feb 28 22:34:28 CET 2022;2119;cell1_buffer;enter_cell1
Mon Feb 28 22:34:28 CET 2022;2119;cell1;cell1_operation
Mon Feb 28 22:34:34 CET 2022;2118;system;order_completed
Mon Feb 28 22:37:59 CET 2022;2206;system;new_order
Mon Feb 28 22:37:59 CET 2022;2206;system;direct_to_line2
Mon Feb 28 22:40:15 CET 2022;2207;system;new_order
Mon Feb 28 22:40:15 CET 2022;2207;system;direct_to_line2
Mon Feb 28 22:40:46 CET 2022;2121;cell1_buffer;enter_cell1
Mon Feb 28 22:40:46 CET 2022;2121;cell1;cell1_operation
Mon Feb 28 22:40:51 CET 2022;2119;system;order_completed
Mon Feb 28 22:42:30 CET 2022;2103;cell2_buffer;enter_cell2
Mon Feb 28 22:42:30 CET 2022;2103;cell2;cell2_operation
Mon Feb 28 22:42:30 CET 2022;2123;agv;transport_to_cell1_buffer
Mon Feb 28 22:43:08 CET 2022;2208;system;new_order
Mon Feb 28 22:43:08 CET 2022;2208;system;direct_to_line1
Mon Feb 28 22:45:11 CET 2022;2209;system;new_order
Mon Feb 28 22:45:11 CET 2022;2209;system;direct_to_line1
Mon Feb 28 22:47:06 CET 2022;2210;system;new_order
Mon Feb 28 22:47:06 CET 2022;2210;system;direct_to_line1
Mon Feb 28 22:47:26 CET 2022;2124;agv;transport_to_cell2_buffer
Mon Feb 28 22:47:43 CET 2022;2123;cell1_buffer;enter_cell1
Mon Feb 28 22:47:43 CET 2022;2123;cell1;cell1_operation
Mon Feb 28 22:47:48 CET 2022;2121;system;order_completed
Mon Feb 28 22:48:43 CET 2022;2106;cell2_buffer;enter_cell2
Mon Feb 28 22:48:43 CET 2022;2106;cell2;cell2_operation
Mon Feb 28 22:48:49 CET 2022;2103;system;order_completed
Mon Feb 28 22:50:27 CET 2022;2125;agv;transport_to_cell1_buffer
Mon Feb 28 22:50:46 CET 2022;2211;system;new_order
Mon Feb 28 22:50:46 CET 2022;2211;system;direct_to_line2
Mon Feb 28 22:53:08 CET 2022;2126;agv;transport_to_cell2_buffer
Mon Feb 28 22:53:12 CET 2022;2212;system;new_order
Mon Feb 28 22:53:12 CET 2022;2212;system;direct_to_line2
Mon Feb 28 22:53:17 CET 2022;2125;cell1_buffer;enter_cell1
Mon Feb 28 22:53:17 CET 2022;2125;cell1;cell1_operation
Mon Feb 28 22:53:23 CET 2022;2123;system;order_completed
Mon Feb 28 22:53:56 CET 2022;2107;cell2_buffer;enter_cell2
Mon Feb 28 22:53:56 CET 2022;2107;cell2;cell2_operation
Mon Feb 28 22:54:02 CET 2022;2106;system;order_completed
Mon Feb 28 22:54:07 CET 2022;2127;agv;transport_to_cell2_buffer
Mon Feb 28 22:55:02 CET 2022;2213;system;new_order
Mon Feb 28 22:55:02 CET 2022;2213;system;direct_to_line2
Mon Feb 28 22:55:54 CET 2022;2214;system;new_order
Mon Feb 28 22:55:54 CET 2022;2214;system;direct_to_line1
Mon Feb 28 22:57:08 CET 2022;2215;system;new_order
Mon Feb 28 22:57:08 CET 2022;2215;system;direct_to_line2
Mon Feb 28 22:59:49 CET 2022;2125;system;order_completed
Mon Feb 28 23:00:41 CET 2022;2109;cell2_buffer;enter_cell2
Mon Feb 28 23:00:41 CET 2022;2109;cell2;cell2_operation
Mon Feb 28 23:00:41 CET 2022;2128;agv;transport_to_cell2_buffer
Mon Feb 28 23:00:47 CET 2022;2107;system;order_completed
Mon Feb 28 23:07:05 CET 2022;2109;system;order_completed
Mon Feb 28 23:14:23 CET 2022;2216;system;new_order
Mon Feb 28 23:14:23 CET 2022;2216;system;direct_to_line1
Mon Feb 28 23:15:13 CET 2022;2217;system;new_order
Mon Feb 28 23:15:13 CET 2022;2217;system;direct_to_line1
Mon Feb 28 23:15:34 CET 2022;2218;system;new_order
Mon Feb 28 23:15:34 CET 2022;2218;system;direct_to_line1
Mon Feb 28 23:19:39 CET 2022;2111;cell2_buffer;enter_cell2
Mon Feb 28 23:19:39 CET 2022;2111;cell2;cell2_operation
Mon Feb 28 23:19:39 CET 2022;2129;agv;transport_to_cell1_buffer
Mon Feb 28 23:21:16 CET 2022;2129;cell1_buffer;enter_cell1
Mon Feb 28 23:21:16 CET 2022;2130;agv;transport_to_cell2_buffer
Mon Feb 28 23:21:16 CET 2022;2129;cell1;cell1_operation
Mon Feb 28 23:22:24 CET 2022;2219;system;new_order
Mon Feb 28 23:22:24 CET 2022;2219;system;direct_to_line2
Mon Feb 28 23:24:21 CET 2022;2220;system;new_order
Mon Feb 28 23:24:21 CET 2022;2220;system;direct_to_line1
Mon Feb 28 23:25:36 CET 2022;2113;cell2_buffer;enter_cell2
Mon Feb 28 23:25:36 CET 2022;2113;cell2;cell2_operation
Mon Feb 28 23:25:36 CET 2022;2131;agv;transport_to_cell1_buffer
Mon Feb 28 23:25:37 CET 2022;2221;system;new_order
Mon Feb 28 23:25:37 CET 2022;2221;system;direct_to_line1
Mon Feb 28 23:25:42 CET 2022;2111;system;order_completed
Mon Feb 28 23:25:50 CET 2022;2132;agv;transport_to_cell1_buffer
Mon Feb 28 23:27:25 CET 2022;2222;system;new_order
Mon Feb 28 23:27:25 CET 2022;2222;system;direct_to_line2
Mon Feb 28 23:27:29 CET 2022;2223;system;new_order
Mon Feb 28 23:27:29 CET 2022;2223;system;direct_to_line2
Mon Feb 28 23:27:34 CET 2022;2131;cell1_buffer;enter_cell1
Mon Feb 28 23:27:34 CET 2022;2131;cell1;cell1_operation
Mon Feb 28 23:27:40 CET 2022;2129;system;order_completed
Mon Feb 28 23:28:28 CET 2022;2133;agv;transport_to_cell1_buffer
Mon Feb 28 23:29:42 CET 2022;2134;agv;transport_to_cell1_buffer
Mon Feb 28 23:31:03 CET 2022;2135;agv;transport_to_cell2_buffer
Mon Feb 28 23:31:36 CET 2022;2114;cell2_buffer;enter_cell2
Mon Feb 28 23:31:36 CET 2022;2114;cell2;cell2_operation
Mon Feb 28 23:31:42 CET 2022;2113;system;order_completed
Mon Feb 28 23:32:56 CET 2022;2136;agv;transport_to_cell1_buffer
Mon Feb 28 23:33:20 CET 2022;2132;cell1_buffer;enter_cell1
Mon Feb 28 23:33:20 CET 2022;2132;cell1;cell1_operation
Mon Feb 28 23:33:26 CET 2022;2131;system;order_completed
