ts;resource;state
Sun Feb 27 20:33:43 CET 2022;cell1;idle
Sun Feb 27 20:33:43 CET 2022;cell1;busy
Sun Feb 27 20:33:43 CET 2022;agv;idle
Sun Feb 27 20:33:43 CET 2022;agv;busy
Sun Feb 27 20:37:11 CET 2022;cell2;idle
Sun Feb 27 20:37:11 CET 2022;cell2;busy
Sun Feb 27 20:40:07 CET 2022;cell1;idle
Sun Feb 27 20:40:07 CET 2022;cell1;busy
Sun Feb 27 20:40:07 CET 2022;agv;idle
Sun Feb 27 20:40:07 CET 2022;agv;busy
Sun Feb 27 20:42:48 CET 2022;cell2;idle
Sun Feb 27 20:42:48 CET 2022;cell2;failure
Sun Feb 27 20:45:53 CET 2022;cell1;idle
Sun Feb 27 20:45:53 CET 2022;cell1;busy
Sun Feb 27 20:45:53 CET 2022;agv;idle
Sun Feb 27 20:45:53 CET 2022;agv;busy
Sun Feb 27 20:48:32 CET 2022;agv;idle
Sun Feb 27 20:48:32 CET 2022;agv;busy
Sun Feb 27 20:50:14 CET 2022;cell1;idle
Sun Feb 27 20:50:14 CET 2022;cell1;busy
Sun Feb 27 20:51:42 CET 2022;agv;idle
Sun Feb 27 20:51:42 CET 2022;agv;busy
Sun Feb 27 20:51:52 CET 2022;cell2;idle
Sun Feb 27 20:51:52 CET 2022;cell2;busy
Sun Feb 27 20:53:37 CET 2022;agv;idle
Sun Feb 27 20:53:37 CET 2022;agv;busy
Sun Feb 27 20:56:49 CET 2022;cell1;idle
Sun Feb 27 20:56:49 CET 2022;cell1;busy
Sun Feb 27 20:57:51 CET 2022;agv;idle
Sun Feb 27 20:57:51 CET 2022;agv;busy
Sun Feb 27 20:58:33 CET 2022;cell2;idle
Sun Feb 27 20:58:33 CET 2022;cell2;busy
Sun Feb 27 21:00:18 CET 2022;agv;idle
Sun Feb 27 21:00:18 CET 2022;agv;busy
Sun Feb 27 21:03:01 CET 2022;agv;idle
Sun Feb 27 21:03:01 CET 2022;agv;busy
Sun Feb 27 21:03:48 CET 2022;cell1;idle
Sun Feb 27 21:03:48 CET 2022;cell1;busy
Sun Feb 27 21:05:50 CET 2022;cell2;idle
Sun Feb 27 21:05:50 CET 2022;cell2;busy
Sun Feb 27 21:06:10 CET 2022;agv;idle
Sun Feb 27 21:06:10 CET 2022;agv;busy
Sun Feb 27 21:09:15 CET 2022;cell1;idle
Sun Feb 27 21:09:15 CET 2022;cell1;busy
Sun Feb 27 21:09:24 CET 2022;agv;idle
Sun Feb 27 21:09:24 CET 2022;agv;busy
Sun Feb 27 21:11:04 CET 2022;agv;idle
Sun Feb 27 21:11:04 CET 2022;agv;busy
Sun Feb 27 21:11:34 CET 2022;cell2;idle
Sun Feb 27 21:11:34 CET 2022;cell2;busy
Sun Feb 27 21:12:48 CET 2022;cell1;idle
Sun Feb 27 21:12:48 CET 2022;cell1;busy
Sun Feb 27 21:13:46 CET 2022;agv;idle
Sun Feb 27 21:13:46 CET 2022;agv;busy
Sun Feb 27 21:16:07 CET 2022;agv;idle
Sun Feb 27 21:16:07 CET 2022;agv;busy
Sun Feb 27 21:17:27 CET 2022;cell2;idle
Sun Feb 27 21:17:27 CET 2022;cell2;failure
Sun Feb 27 21:18:33 CET 2022;agv;idle
Sun Feb 27 21:18:33 CET 2022;agv;busy
Sun Feb 27 21:19:32 CET 2022;cell1;idle
Sun Feb 27 21:19:32 CET 2022;cell1;failure
Sun Feb 27 21:27:39 CET 2022;cell2;idle
Sun Feb 27 21:27:39 CET 2022;cell2;busy
Sun Feb 27 21:27:39 CET 2022;agv;idle
Sun Feb 27 21:27:39 CET 2022;agv;busy
Sun Feb 27 21:29:08 CET 2022;cell1;idle
Sun Feb 27 21:29:08 CET 2022;cell1;busy
Sun Feb 27 21:31:11 CET 2022;cell2;idle
Sun Feb 27 21:31:11 CET 2022;cell2;busy
Sun Feb 27 21:31:11 CET 2022;agv;idle
Sun Feb 27 21:31:11 CET 2022;agv;busy
Sun Feb 27 21:33:30 CET 2022;agv;idle
Sun Feb 27 21:33:30 CET 2022;agv;busy
Sun Feb 27 21:34:48 CET 2022;cell1;idle
Sun Feb 27 21:34:48 CET 2022;cell1;busy
Sun Feb 27 21:35:56 CET 2022;cell2;idle
Sun Feb 27 21:35:56 CET 2022;cell2;busy
Sun Feb 27 21:35:56 CET 2022;agv;idle
Sun Feb 27 21:35:56 CET 2022;agv;busy
Sun Feb 27 21:37:48 CET 2022;agv;idle
Sun Feb 27 21:37:48 CET 2022;agv;busy
Sun Feb 27 21:40:45 CET 2022;cell2;idle
Sun Feb 27 21:40:45 CET 2022;cell2;busy
Sun Feb 27 21:41:15 CET 2022;agv;idle
Sun Feb 27 21:41:15 CET 2022;agv;busy
Sun Feb 27 21:42:54 CET 2022;cell1;idle
Sun Feb 27 21:42:54 CET 2022;cell1;busy
Sun Feb 27 21:47:01 CET 2022;cell2;idle
Sun Feb 27 21:47:01 CET 2022;cell2;busy
Sun Feb 27 21:47:01 CET 2022;agv;idle
Sun Feb 27 21:47:01 CET 2022;agv;busy
Sun Feb 27 21:48:23 CET 2022;cell1;idle
Sun Feb 27 21:48:23 CET 2022;cell1;busy
Sun Feb 27 21:53:21 CET 2022;cell2;idle
Sun Feb 27 21:53:21 CET 2022;cell2;failure
Sun Feb 27 21:54:28 CET 2022;cell1;idle
Sun Feb 27 21:54:28 CET 2022;cell1;busy
Sun Feb 27 22:00:46 CET 2022;cell1;idle
Sun Feb 27 22:00:46 CET 2022;cell1;busy
Sun Feb 27 22:02:12 CET 2022;cell2;idle
Sun Feb 27 22:02:12 CET 2022;cell2;busy
Sun Feb 27 22:02:12 CET 2022;agv;idle
Sun Feb 27 22:02:12 CET 2022;agv;failure
Sun Feb 27 22:05:51 CET 2022;cell1;idle
Sun Feb 27 22:05:51 CET 2022;cell1;busy
Sun Feb 27 22:08:16 CET 2022;cell2;idle
Sun Feb 27 22:08:16 CET 2022;cell2;busy
Sun Feb 27 22:11:25 CET 2022;cell1;idle
Sun Feb 27 22:11:25 CET 2022;cell1;busy
Sun Feb 27 22:12:38 CET 2022;agv;idle
Sun Feb 27 22:12:38 CET 2022;agv;busy
Sun Feb 27 22:14:27 CET 2022;cell2;idle
Sun Feb 27 22:14:27 CET 2022;cell2;busy
Sun Feb 27 22:14:47 CET 2022;agv;idle
Sun Feb 27 22:14:47 CET 2022;agv;busy
Sun Feb 27 22:14:47 CET 2022;agv;idle
Sun Feb 27 22:14:47 CET 2022;agv;busy
Sun Feb 27 22:15:18 CET 2022;agv;idle
Sun Feb 27 22:15:18 CET 2022;agv;busy
Sun Feb 27 22:16:13 CET 2022;cell1;idle
Sun Feb 27 22:16:13 CET 2022;cell1;busy
Sun Feb 27 22:18:54 CET 2022;agv;idle
Sun Feb 27 22:18:54 CET 2022;agv;busy
Sun Feb 27 22:20:13 CET 2022;cell2;idle
Sun Feb 27 22:20:13 CET 2022;cell2;busy
Sun Feb 27 22:20:44 CET 2022;agv;idle
Sun Feb 27 22:20:44 CET 2022;agv;busy
Sun Feb 27 22:22:01 CET 2022;cell1;idle
Sun Feb 27 22:22:01 CET 2022;cell1;busy
Sun Feb 27 22:22:54 CET 2022;agv;idle
Sun Feb 27 22:22:54 CET 2022;agv;busy
Sun Feb 27 22:25:33 CET 2022;cell2;idle
Sun Feb 27 22:25:33 CET 2022;cell2;failure
Sun Feb 27 22:27:47 CET 2022;cell1;idle
Sun Feb 27 22:27:47 CET 2022;cell1;busy
Sun Feb 27 22:27:52 CET 2022;agv;idle
Sun Feb 27 22:27:52 CET 2022;agv;busy
Sun Feb 27 22:29:54 CET 2022;agv;idle
Sun Feb 27 22:29:54 CET 2022;agv;busy
Sun Feb 27 22:31:09 CET 2022;agv;idle
Sun Feb 27 22:31:09 CET 2022;agv;busy
Sun Feb 27 22:34:03 CET 2022;cell1;idle
Sun Feb 27 22:34:03 CET 2022;cell1;busy
Sun Feb 27 22:34:32 CET 2022;agv;idle
Sun Feb 27 22:34:32 CET 2022;agv;busy
Sun Feb 27 22:35:51 CET 2022;cell2;idle
Sun Feb 27 22:35:51 CET 2022;cell2;busy
Sun Feb 27 22:36:29 CET 2022;agv;idle
Sun Feb 27 22:36:29 CET 2022;agv;busy
Sun Feb 27 22:39:59 CET 2022;cell1;idle
Sun Feb 27 22:39:59 CET 2022;cell1;busy
Sun Feb 27 22:40:54 CET 2022;cell2;idle
Sun Feb 27 22:40:54 CET 2022;cell2;busy
Sun Feb 27 22:40:54 CET 2022;agv;idle
Sun Feb 27 22:40:54 CET 2022;agv;busy
Sun Feb 27 22:46:31 CET 2022;cell2;idle
Sun Feb 27 22:46:31 CET 2022;cell2;busy
Sun Feb 27 22:46:31 CET 2022;agv;idle
Sun Feb 27 22:46:31 CET 2022;agv;busy
Sun Feb 27 22:47:00 CET 2022;cell1;idle
Sun Feb 27 22:47:00 CET 2022;cell1;busy
Sun Feb 27 22:53:57 CET 2022;cell2;idle
Sun Feb 27 22:53:57 CET 2022;cell2;busy
Sun Feb 27 22:53:57 CET 2022;agv;idle
Sun Feb 27 22:53:57 CET 2022;agv;busy
Sun Feb 27 22:54:52 CET 2022;cell1;idle
Sun Feb 27 22:54:52 CET 2022;cell1;busy
Sun Feb 27 22:55:30 CET 2022;agv;idle
Sun Feb 27 22:55:30 CET 2022;agv;busy
Sun Feb 27 22:56:44 CET 2022;agv;idle
Sun Feb 27 22:56:44 CET 2022;agv;busy
Sun Feb 27 23:00:15 CET 2022;cell2;idle
Sun Feb 27 23:00:15 CET 2022;cell2;failure
Sun Feb 27 23:00:30 CET 2022;cell1;idle
Sun Feb 27 23:00:30 CET 2022;cell1;busy
Sun Feb 27 23:05:19 CET 2022;cell1;idle
Sun Feb 27 23:05:19 CET 2022;cell1;busy
Sun Feb 27 23:10:09 CET 2022;cell1;idle
Sun Feb 27 23:10:09 CET 2022;cell1;busy
Sun Feb 27 23:10:19 CET 2022;cell2;idle
Sun Feb 27 23:10:19 CET 2022;cell2;busy
Sun Feb 27 23:10:19 CET 2022;agv;idle
Sun Feb 27 23:10:19 CET 2022;agv;busy
Sun Feb 27 23:16:13 CET 2022;cell2;idle
Sun Feb 27 23:16:13 CET 2022;cell2;busy
Sun Feb 27 23:16:13 CET 2022;agv;idle
Sun Feb 27 23:16:13 CET 2022;agv;busy
Sun Feb 27 23:16:56 CET 2022;cell1;idle
Sun Feb 27 23:16:56 CET 2022;cell1;busy
Sun Feb 27 23:22:00 CET 2022;cell2;idle
Sun Feb 27 23:22:00 CET 2022;cell2;busy
Sun Feb 27 23:22:00 CET 2022;agv;idle
Sun Feb 27 23:22:00 CET 2022;agv;busy
Sun Feb 27 23:22:39 CET 2022;cell1;idle
Sun Feb 27 23:29:06 CET 2022;cell2;idle
Sun Feb 27 23:29:06 CET 2022;cell2;failure
Sun Feb 27 23:38:00 CET 2022;cell2;idle
Sun Feb 27 23:38:00 CET 2022;cell2;busy
Sun Feb 27 23:38:00 CET 2022;agv;idle
Sun Feb 27 23:38:00 CET 2022;agv;busy
Sun Feb 27 23:39:02 CET 2022;agv;idle
Sun Feb 27 23:39:02 CET 2022;cell1;busy
Sun Feb 27 23:39:02 CET 2022;agv;busy
Sun Feb 27 23:41:00 CET 2022;agv;idle
Sun Feb 27 23:41:00 CET 2022;agv;busy
Sun Feb 27 23:42:39 CET 2022;agv;idle
Sun Feb 27 23:42:39 CET 2022;agv;busy
Sun Feb 27 23:44:36 CET 2022;cell2;idle
Sun Feb 27 23:44:36 CET 2022;cell2;busy
Sun Feb 27 23:44:36 CET 2022;agv;idle
Sun Feb 27 23:44:36 CET 2022;agv;busy
Sun Feb 27 23:44:46 CET 2022;cell1;idle
Sun Feb 27 23:44:46 CET 2022;cell1;busy
Sun Feb 27 23:49:40 CET 2022;cell2;idle
Sun Feb 27 23:49:40 CET 2022;cell2;busy
Sun Feb 27 23:49:40 CET 2022;agv;idle
Sun Feb 27 23:49:40 CET 2022;agv;busy
Sun Feb 27 23:50:37 CET 2022;cell1;idle
Sun Feb 27 23:50:37 CET 2022;cell1;busy
Sun Feb 27 23:51:28 CET 2022;agv;idle
Sun Feb 27 23:51:28 CET 2022;agv;busy
Sun Feb 27 23:53:32 CET 2022;agv;idle
Sun Feb 27 23:53:32 CET 2022;agv;busy
Sun Feb 27 23:56:25 CET 2022;cell1;idle
Sun Feb 27 23:56:25 CET 2022;cell1;busy
Sun Feb 27 23:56:30 CET 2022;cell2;idle
Sun Feb 27 23:56:30 CET 2022;cell2;busy
Sun Feb 27 23:57:23 CET 2022;agv;idle
Sun Feb 27 23:57:23 CET 2022;agv;busy
Mon Feb 28 00:01:06 CET 2022;agv;idle
Mon Feb 28 00:01:06 CET 2022;agv;busy
Mon Feb 28 00:03:00 CET 2022;cell1;idle
Mon Feb 28 00:03:00 CET 2022;cell1;busy
Mon Feb 28 00:03:25 CET 2022;cell2;idle
Mon Feb 28 00:03:25 CET 2022;cell2;failure
Mon Feb 28 00:04:31 CET 2022;agv;idle
Mon Feb 28 00:04:31 CET 2022;agv;busy
Mon Feb 28 00:05:22 CET 2022;agv;idle
Mon Feb 28 00:05:22 CET 2022;agv;busy
Mon Feb 28 00:08:16 CET 2022;cell1;idle
Mon Feb 28 00:08:16 CET 2022;cell1;busy
Mon Feb 28 00:13:50 CET 2022;cell1;idle
Mon Feb 28 00:13:50 CET 2022;cell1;busy
Mon Feb 28 00:14:49 CET 2022;cell2;idle
Mon Feb 28 00:14:49 CET 2022;cell2;busy
Mon Feb 28 00:14:49 CET 2022;agv;idle
Mon Feb 28 00:14:49 CET 2022;agv;busy
Mon Feb 28 00:18:27 CET 2022;agv;idle
Mon Feb 28 00:18:27 CET 2022;agv;busy
Mon Feb 28 00:18:50 CET 2022;cell1;idle
Mon Feb 28 00:18:50 CET 2022;cell1;failure
Mon Feb 28 00:21:44 CET 2022;agv;idle
Mon Feb 28 00:21:44 CET 2022;agv;busy
Mon Feb 28 00:22:05 CET 2022;cell2;idle
Mon Feb 28 00:22:05 CET 2022;cell2;busy
Mon Feb 28 00:23:45 CET 2022;agv;idle
Mon Feb 28 00:23:45 CET 2022;agv;busy
Mon Feb 28 00:28:21 CET 2022;cell1;idle
Mon Feb 28 00:28:21 CET 2022;cell1;busy
Mon Feb 28 00:28:54 CET 2022;cell2;idle
Mon Feb 28 00:28:54 CET 2022;cell2;busy
Mon Feb 28 00:29:10 CET 2022;agv;idle
Mon Feb 28 00:29:10 CET 2022;agv;busy
Mon Feb 28 00:32:59 CET 2022;agv;idle
Mon Feb 28 00:32:59 CET 2022;agv;busy
Mon Feb 28 00:34:28 CET 2022;cell2;idle
Mon Feb 28 00:34:28 CET 2022;cell2;failure
Mon Feb 28 00:35:02 CET 2022;cell1;idle
Mon Feb 28 00:35:02 CET 2022;cell1;busy
Mon Feb 28 00:41:00 CET 2022;cell1;idle
Mon Feb 28 00:41:00 CET 2022;cell1;busy
Mon Feb 28 00:44:51 CET 2022;cell2;idle
Mon Feb 28 00:44:51 CET 2022;cell2;busy
Mon Feb 28 00:44:51 CET 2022;agv;idle
Mon Feb 28 00:44:51 CET 2022;agv;busy
Mon Feb 28 00:48:16 CET 2022;cell1;idle
Mon Feb 28 00:48:16 CET 2022;cell1;busy
Mon Feb 28 00:51:46 CET 2022;cell2;idle
Mon Feb 28 00:51:46 CET 2022;cell2;busy
Mon Feb 28 00:51:46 CET 2022;agv;idle
Mon Feb 28 00:51:46 CET 2022;agv;busy
Mon Feb 28 00:54:37 CET 2022;cell1;idle
Mon Feb 28 00:54:38 CET 2022;agv;idle
Mon Feb 28 00:54:38 CET 2022;cell1;busy
Mon Feb 28 00:54:38 CET 2022;agv;busy
Mon Feb 28 00:57:20 CET 2022;cell2;idle
Mon Feb 28 00:57:20 CET 2022;cell2;busy
Mon Feb 28 00:57:24 CET 2022;agv;idle
Mon Feb 28 00:57:24 CET 2022;agv;busy
Mon Feb 28 01:01:49 CET 2022;cell1;idle
Mon Feb 28 01:02:41 CET 2022;cell2;idle
Mon Feb 28 01:02:41 CET 2022;cell2;busy
Mon Feb 28 01:02:41 CET 2022;agv;idle
Mon Feb 28 01:02:41 CET 2022;agv;busy
Mon Feb 28 01:05:33 CET 2022;agv;idle
Mon Feb 28 01:05:33 CET 2022;cell1;busy
Mon Feb 28 01:05:33 CET 2022;agv;busy
Mon Feb 28 01:07:09 CET 2022;cell2;idle
Mon Feb 28 01:07:09 CET 2022;cell2;failure
Mon Feb 28 01:07:12 CET 2022;agv;idle
Mon Feb 28 01:07:12 CET 2022;agv;busy
Mon Feb 28 01:10:22 CET 2022;cell1;idle
Mon Feb 28 01:10:22 CET 2022;cell1;busy
Mon Feb 28 01:10:55 CET 2022;agv;idle
Mon Feb 28 01:10:55 CET 2022;agv;busy
Mon Feb 28 01:13:17 CET 2022;agv;idle
Mon Feb 28 01:13:17 CET 2022;agv;busy
Mon Feb 28 01:13:55 CET 2022;cell2;idle
Mon Feb 28 01:13:55 CET 2022;cell2;busy
Mon Feb 28 01:15:22 CET 2022;agv;idle
Mon Feb 28 01:15:22 CET 2022;agv;busy
Mon Feb 28 01:16:29 CET 2022;cell1;idle
Mon Feb 28 01:16:29 CET 2022;cell1;busy
Mon Feb 28 01:19:10 CET 2022;cell2;idle
Mon Feb 28 01:19:10 CET 2022;cell2;busy
Mon Feb 28 01:19:56 CET 2022;agv;idle
Mon Feb 28 01:19:56 CET 2022;agv;failure
Mon Feb 28 01:22:51 CET 2022;cell1;idle
Mon Feb 28 01:22:51 CET 2022;cell1;busy
Mon Feb 28 01:24:16 CET 2022;cell2;idle
Mon Feb 28 01:24:16 CET 2022;cell2;busy
Mon Feb 28 01:27:10 CET 2022;cell1;idle
Mon Feb 28 01:27:10 CET 2022;cell1;busy
Mon Feb 28 01:29:22 CET 2022;cell2;idle
Mon Feb 28 01:29:22 CET 2022;cell2;busy
Mon Feb 28 01:30:48 CET 2022;agv;idle
Mon Feb 28 01:30:48 CET 2022;agv;busy
Mon Feb 28 01:31:36 CET 2022;agv;idle
Mon Feb 28 01:31:36 CET 2022;agv;busy
Mon Feb 28 01:32:01 CET 2022;cell1;idle
Mon Feb 28 01:34:42 CET 2022;agv;idle
Mon Feb 28 01:34:42 CET 2022;cell1;busy
Mon Feb 28 01:34:42 CET 2022;agv;busy
Mon Feb 28 01:36:27 CET 2022;cell2;idle
Mon Feb 28 01:36:27 CET 2022;cell2;failure
Mon Feb 28 01:36:44 CET 2022;agv;idle
Mon Feb 28 01:36:44 CET 2022;agv;busy
Mon Feb 28 01:38:57 CET 2022;agv;idle
Mon Feb 28 01:38:57 CET 2022;agv;busy
Mon Feb 28 01:41:32 CET 2022;cell1;idle
Mon Feb 28 01:41:32 CET 2022;cell1;busy
Mon Feb 28 01:42:28 CET 2022;agv;idle
Mon Feb 28 01:42:28 CET 2022;agv;busy
Mon Feb 28 01:44:42 CET 2022;agv;idle
Mon Feb 28 01:44:42 CET 2022;agv;busy
Mon Feb 28 01:46:06 CET 2022;cell2;idle
Mon Feb 28 01:46:06 CET 2022;cell2;busy
Mon Feb 28 01:46:29 CET 2022;agv;idle
Mon Feb 28 01:46:29 CET 2022;agv;busy
Mon Feb 28 01:48:08 CET 2022;agv;idle
Mon Feb 28 01:48:08 CET 2022;agv;busy
Mon Feb 28 01:48:36 CET 2022;cell1;idle
Mon Feb 28 01:48:36 CET 2022;cell1;busy
Mon Feb 28 01:51:43 CET 2022;agv;idle
Mon Feb 28 01:51:43 CET 2022;agv;busy
Mon Feb 28 01:52:26 CET 2022;agv;idle
Mon Feb 28 01:52:26 CET 2022;agv;busy
Mon Feb 28 01:52:53 CET 2022;cell2;idle
Mon Feb 28 01:52:53 CET 2022;cell2;busy
Mon Feb 28 01:53:40 CET 2022;agv;idle
Mon Feb 28 01:53:40 CET 2022;agv;busy
Mon Feb 28 01:55:31 CET 2022;agv;idle
Mon Feb 28 01:55:31 CET 2022;agv;busy
Mon Feb 28 01:56:06 CET 2022;cell1;idle
Mon Feb 28 01:56:06 CET 2022;cell1;busy
Mon Feb 28 01:58:24 CET 2022;agv;idle
Mon Feb 28 01:58:24 CET 2022;agv;busy
Mon Feb 28 01:59:45 CET 2022;cell1;idle
Mon Feb 28 01:59:45 CET 2022;cell1;busy
Mon Feb 28 02:00:44 CET 2022;agv;idle
Mon Feb 28 02:00:44 CET 2022;agv;busy
Mon Feb 28 02:01:16 CET 2022;cell2;idle
Mon Feb 28 02:01:16 CET 2022;cell2;busy
Mon Feb 28 02:02:25 CET 2022;agv;idle
Mon Feb 28 02:02:25 CET 2022;agv;busy
Mon Feb 28 02:05:10 CET 2022;agv;idle
Mon Feb 28 02:05:10 CET 2022;agv;busy
Mon Feb 28 02:06:15 CET 2022;cell1;idle
Mon Feb 28 02:06:15 CET 2022;cell1;busy
Mon Feb 28 02:06:21 CET 2022;cell2;idle
Mon Feb 28 02:06:21 CET 2022;cell2;busy
Mon Feb 28 02:09:14 CET 2022;agv;idle
Mon Feb 28 02:09:14 CET 2022;agv;busy
Mon Feb 28 02:12:38 CET 2022;cell1;idle
Mon Feb 28 02:12:38 CET 2022;cell1;busy
Mon Feb 28 02:12:44 CET 2022;agv;idle
Mon Feb 28 02:12:44 CET 2022;agv;busy
Mon Feb 28 02:13:38 CET 2022;cell2;idle
Mon Feb 28 02:13:38 CET 2022;cell2;failure
Mon Feb 28 02:18:32 CET 2022;cell1;idle
Mon Feb 28 02:18:32 CET 2022;cell1;busy
Mon Feb 28 02:23:37 CET 2022;cell2;idle
Mon Feb 28 02:23:37 CET 2022;cell2;busy
Mon Feb 28 02:23:37 CET 2022;agv;idle
Mon Feb 28 02:23:37 CET 2022;agv;busy
Mon Feb 28 02:23:40 CET 2022;agv;idle
Mon Feb 28 02:23:40 CET 2022;agv;busy
Mon Feb 28 02:24:26 CET 2022;cell1;idle
Mon Feb 28 02:24:26 CET 2022;cell1;busy
Mon Feb 28 02:25:01 CET 2022;agv;idle
Mon Feb 28 02:25:01 CET 2022;agv;busy
Mon Feb 28 02:28:49 CET 2022;cell1;idle
Mon Feb 28 02:28:49 CET 2022;cell1;busy
Mon Feb 28 02:29:34 CET 2022;cell2;idle
Mon Feb 28 02:29:34 CET 2022;cell2;busy
Mon Feb 28 02:29:34 CET 2022;agv;idle
Mon Feb 28 02:29:34 CET 2022;agv;busy
Mon Feb 28 02:31:42 CET 2022;agv;idle
Mon Feb 28 02:31:42 CET 2022;agv;busy
Mon Feb 28 02:33:45 CET 2022;agv;idle
Mon Feb 28 02:33:45 CET 2022;agv;busy
Mon Feb 28 02:35:25 CET 2022;cell1;idle
Mon Feb 28 02:35:25 CET 2022;cell1;failure
Mon Feb 28 02:35:55 CET 2022;cell2;idle
Mon Feb 28 02:35:55 CET 2022;cell2;busy
Mon Feb 28 02:37:09 CET 2022;agv;idle
Mon Feb 28 02:37:09 CET 2022;agv;busy
Mon Feb 28 02:37:09 CET 2022;agv;idle
Mon Feb 28 02:37:09 CET 2022;agv;busy
Mon Feb 28 02:40:24 CET 2022;agv;idle
Mon Feb 28 02:40:24 CET 2022;agv;busy
Mon Feb 28 02:41:50 CET 2022;cell2;idle
Mon Feb 28 02:41:50 CET 2022;cell2;failure
Mon Feb 28 02:46:04 CET 2022;cell1;idle
Mon Feb 28 02:46:04 CET 2022;cell1;busy
Mon Feb 28 02:50:36 CET 2022;cell2;idle
Mon Feb 28 02:50:36 CET 2022;cell2;busy
Mon Feb 28 02:50:36 CET 2022;agv;idle
Mon Feb 28 02:50:36 CET 2022;agv;busy
Mon Feb 28 02:53:00 CET 2022;cell1;idle
Mon Feb 28 02:53:00 CET 2022;cell1;busy
Mon Feb 28 02:56:59 CET 2022;cell2;idle
Mon Feb 28 02:56:59 CET 2022;cell2;busy
Mon Feb 28 02:56:59 CET 2022;agv;idle
Mon Feb 28 02:56:59 CET 2022;agv;busy
Mon Feb 28 02:58:37 CET 2022;cell1;idle
Mon Feb 28 02:58:37 CET 2022;cell1;busy
Mon Feb 28 03:02:47 CET 2022;cell2;idle
Mon Feb 28 03:02:47 CET 2022;cell2;busy
Mon Feb 28 03:02:47 CET 2022;agv;idle
Mon Feb 28 03:02:47 CET 2022;agv;busy
Mon Feb 28 03:03:44 CET 2022;agv;idle
Mon Feb 28 03:03:44 CET 2022;agv;busy
Mon Feb 28 03:04:24 CET 2022;cell1;idle
Mon Feb 28 03:04:24 CET 2022;cell1;busy
Mon Feb 28 03:06:03 CET 2022;agv;idle
Mon Feb 28 03:06:03 CET 2022;agv;busy
Mon Feb 28 03:10:24 CET 2022;cell2;idle
Mon Feb 28 03:10:24 CET 2022;cell2;busy
Mon Feb 28 03:10:24 CET 2022;agv;idle
Mon Feb 28 03:10:24 CET 2022;agv;busy
Mon Feb 28 03:10:37 CET 2022;cell1;idle
Mon Feb 28 03:10:37 CET 2022;cell1;busy
Mon Feb 28 03:15:41 CET 2022;cell2;idle
Mon Feb 28 03:15:41 CET 2022;cell2;failure
Mon Feb 28 03:16:18 CET 2022;cell1;idle
Mon Feb 28 03:16:18 CET 2022;cell1;busy
Mon Feb 28 03:21:01 CET 2022;cell1;idle
Mon Feb 28 03:21:01 CET 2022;cell1;busy
Mon Feb 28 03:26:07 CET 2022;cell2;idle
Mon Feb 28 03:26:07 CET 2022;cell2;busy
Mon Feb 28 03:26:07 CET 2022;agv;idle
Mon Feb 28 03:26:07 CET 2022;agv;busy
Mon Feb 28 03:28:19 CET 2022;cell1;idle
Mon Feb 28 03:28:19 CET 2022;cell1;busy
Mon Feb 28 03:29:12 CET 2022;agv;idle
Mon Feb 28 03:29:12 CET 2022;agv;busy
Mon Feb 28 03:32:16 CET 2022;cell2;idle
Mon Feb 28 03:32:16 CET 2022;cell2;busy
Mon Feb 28 03:32:16 CET 2022;agv;idle
Mon Feb 28 03:32:16 CET 2022;agv;busy
Mon Feb 28 03:34:29 CET 2022;cell1;idle
Mon Feb 28 03:34:29 CET 2022;cell1;busy
Mon Feb 28 03:34:39 CET 2022;agv;idle
Mon Feb 28 03:34:39 CET 2022;agv;failure
Mon Feb 28 03:38:30 CET 2022;cell2;idle
Mon Feb 28 03:38:30 CET 2022;cell2;busy
Mon Feb 28 03:41:33 CET 2022;cell1;idle
Mon Feb 28 03:41:33 CET 2022;cell1;busy
Mon Feb 28 03:44:46 CET 2022;agv;idle
Mon Feb 28 03:44:46 CET 2022;agv;busy
Mon Feb 28 03:45:30 CET 2022;cell2;idle
Mon Feb 28 03:45:30 CET 2022;cell2;failure
Mon Feb 28 03:47:28 CET 2022;agv;idle
Mon Feb 28 03:47:28 CET 2022;agv;busy
Mon Feb 28 03:49:10 CET 2022;cell1;idle
Mon Feb 28 03:49:10 CET 2022;cell1;busy
Mon Feb 28 03:50:48 CET 2022;agv;idle
Mon Feb 28 03:50:48 CET 2022;agv;busy
Mon Feb 28 03:53:38 CET 2022;agv;idle
Mon Feb 28 03:53:38 CET 2022;agv;busy
Mon Feb 28 03:55:37 CET 2022;cell1;idle
Mon Feb 28 03:55:37 CET 2022;cell1;busy
Mon Feb 28 03:55:41 CET 2022;cell2;idle
Mon Feb 28 03:55:41 CET 2022;cell2;busy
Mon Feb 28 03:57:34 CET 2022;agv;idle
Mon Feb 28 03:57:34 CET 2022;agv;busy
Mon Feb 28 04:01:35 CET 2022;cell1;idle
Mon Feb 28 04:01:35 CET 2022;cell1;busy
Mon Feb 28 04:02:11 CET 2022;cell2;idle
Mon Feb 28 04:02:11 CET 2022;cell2;busy
Mon Feb 28 04:02:11 CET 2022;agv;idle
Mon Feb 28 04:02:11 CET 2022;agv;busy
Mon Feb 28 04:04:51 CET 2022;agv;idle
Mon Feb 28 04:04:51 CET 2022;agv;busy
Mon Feb 28 04:05:35 CET 2022;cell1;idle
Mon Feb 28 04:05:35 CET 2022;cell1;failure
