ts;resource;state
Wed Mar 02 06:31:03 CET 2022;agv;idle
Wed Mar 02 06:31:03 CET 2022;agv;busy
Wed Mar 02 06:34:42 CET 2022;cell1;idle
Wed Mar 02 06:34:42 CET 2022;cell1;busy
Wed Mar 02 06:35:25 CET 2022;cell2;idle
Wed Mar 02 06:35:25 CET 2022;cell2;busy
Wed Mar 02 06:35:25 CET 2022;agv;idle
Wed Mar 02 06:35:25 CET 2022;agv;busy
Wed Mar 02 06:41:03 CET 2022;cell2;idle
Wed Mar 02 06:41:03 CET 2022;cell2;busy
Wed Mar 02 06:41:03 CET 2022;agv;idle
Wed Mar 02 06:41:03 CET 2022;agv;busy
Wed Mar 02 06:41:12 CET 2022;cell1;idle
Wed Mar 02 06:41:12 CET 2022;cell1;busy
Wed Mar 02 06:45:18 CET 2022;cell1;idle
Wed Mar 02 06:45:18 CET 2022;cell1;busy
Wed Mar 02 06:47:04 CET 2022;cell2;idle
Wed Mar 02 06:47:04 CET 2022;cell2;busy
Wed Mar 02 06:47:04 CET 2022;agv;idle
Wed Mar 02 06:47:04 CET 2022;agv;busy
Wed Mar 02 06:51:15 CET 2022;agv;idle
Wed Mar 02 06:51:15 CET 2022;agv;busy
Wed Mar 02 06:52:31 CET 2022;agv;idle
Wed Mar 02 06:52:31 CET 2022;agv;busy
Wed Mar 02 06:52:41 CET 2022;cell1;idle
Wed Mar 02 06:52:41 CET 2022;cell1;busy
Wed Mar 02 06:54:20 CET 2022;cell2;idle
Wed Mar 02 06:54:20 CET 2022;cell2;failure
Wed Mar 02 06:54:33 CET 2022;agv;idle
Wed Mar 02 06:54:33 CET 2022;agv;busy
Wed Mar 02 06:58:48 CET 2022;cell1;idle
Wed Mar 02 06:58:48 CET 2022;cell1;busy
Wed Mar 02 07:02:51 CET 2022;cell2;idle
Wed Mar 02 07:02:51 CET 2022;cell2;busy
Wed Mar 02 07:02:51 CET 2022;agv;idle
Wed Mar 02 07:02:51 CET 2022;agv;busy
Wed Mar 02 07:04:09 CET 2022;cell1;idle
Wed Mar 02 07:04:09 CET 2022;cell1;busy
Wed Mar 02 07:09:08 CET 2022;cell1;idle
Wed Mar 02 07:09:08 CET 2022;cell1;busy
Wed Mar 02 07:09:30 CET 2022;cell2;idle
Wed Mar 02 07:09:30 CET 2022;cell2;busy
Wed Mar 02 07:09:30 CET 2022;agv;idle
Wed Mar 02 07:09:30 CET 2022;agv;busy
Wed Mar 02 07:11:15 CET 2022;agv;idle
Wed Mar 02 07:11:15 CET 2022;agv;busy
Wed Mar 02 07:12:07 CET 2022;agv;idle
Wed Mar 02 07:12:07 CET 2022;agv;busy
Wed Mar 02 07:15:11 CET 2022;cell1;idle
Wed Mar 02 07:15:11 CET 2022;cell1;failure
Wed Mar 02 07:19:02 CET 2022;cell2;idle
Wed Mar 02 07:19:02 CET 2022;cell2;busy
Wed Mar 02 07:19:02 CET 2022;agv;idle
Wed Mar 02 07:19:02 CET 2022;agv;busy
Wed Mar 02 07:23:35 CET 2022;cell2;idle
Wed Mar 02 07:23:35 CET 2022;cell2;failure
Wed Mar 02 07:26:39 CET 2022;cell1;idle
Wed Mar 02 07:26:39 CET 2022;cell1;busy
Wed Mar 02 07:34:00 CET 2022;cell1;idle
Wed Mar 02 07:34:00 CET 2022;cell1;busy
Wed Mar 02 07:34:12 CET 2022;cell2;idle
Wed Mar 02 07:34:12 CET 2022;cell2;busy
Wed Mar 02 07:34:12 CET 2022;agv;idle
Wed Mar 02 07:34:12 CET 2022;agv;busy
Wed Mar 02 07:36:49 CET 2022;agv;idle
Wed Mar 02 07:36:49 CET 2022;agv;busy
Wed Mar 02 07:38:33 CET 2022;cell2;idle
Wed Mar 02 07:38:33 CET 2022;cell2;busy
Wed Mar 02 07:39:33 CET 2022;agv;idle
Wed Mar 02 07:39:33 CET 2022;agv;busy
Wed Mar 02 07:39:55 CET 2022;agv;idle
Wed Mar 02 07:39:55 CET 2022;agv;busy
Wed Mar 02 07:41:44 CET 2022;cell1;idle
Wed Mar 02 07:41:44 CET 2022;cell1;busy
Wed Mar 02 07:44:10 CET 2022;cell2;idle
Wed Mar 02 07:44:10 CET 2022;cell2;busy
Wed Mar 02 07:44:10 CET 2022;agv;idle
Wed Mar 02 07:44:10 CET 2022;agv;busy
Wed Mar 02 07:45:52 CET 2022;agv;idle
Wed Mar 02 07:45:52 CET 2022;agv;busy
Wed Mar 02 07:47:21 CET 2022;cell1;idle
Wed Mar 02 07:47:21 CET 2022;cell1;busy
Wed Mar 02 07:51:01 CET 2022;cell2;idle
Wed Mar 02 07:51:01 CET 2022;cell2;busy
Wed Mar 02 07:51:01 CET 2022;agv;idle
Wed Mar 02 07:51:01 CET 2022;agv;busy
Wed Mar 02 07:52:45 CET 2022;cell1;idle
Wed Mar 02 07:52:45 CET 2022;cell1;busy
Wed Mar 02 07:53:57 CET 2022;agv;idle
Wed Mar 02 07:53:57 CET 2022;agv;busy
Wed Mar 02 07:55:16 CET 2022;agv;idle
Wed Mar 02 07:55:16 CET 2022;agv;busy
Wed Mar 02 07:56:41 CET 2022;cell2;idle
Wed Mar 02 07:56:41 CET 2022;cell2;failure
Wed Mar 02 07:56:50 CET 2022;agv;idle
Wed Mar 02 07:56:50 CET 2022;agv;busy
Wed Mar 02 07:58:15 CET 2022;agv;idle
Wed Mar 02 07:58:15 CET 2022;agv;busy
Wed Mar 02 07:59:23 CET 2022;cell1;idle
Wed Mar 02 07:59:23 CET 2022;cell1;busy
Wed Mar 02 08:01:53 CET 2022;agv;idle
Wed Mar 02 08:01:53 CET 2022;agv;busy
Wed Mar 02 08:05:01 CET 2022;cell1;idle
Wed Mar 02 08:05:01 CET 2022;cell1;busy
Wed Mar 02 08:05:01 CET 2022;agv;idle
Wed Mar 02 08:05:01 CET 2022;agv;busy
Wed Mar 02 08:05:09 CET 2022;cell2;idle
Wed Mar 02 08:05:09 CET 2022;cell2;busy
Wed Mar 02 08:08:50 CET 2022;agv;idle
Wed Mar 02 08:08:50 CET 2022;agv;busy
Wed Mar 02 08:11:58 CET 2022;cell1;idle
Wed Mar 02 08:11:58 CET 2022;cell1;failure
Wed Mar 02 08:12:26 CET 2022;cell2;idle
Wed Mar 02 08:12:26 CET 2022;cell2;busy
Wed Mar 02 08:12:26 CET 2022;agv;idle
Wed Mar 02 08:12:26 CET 2022;agv;busy
Wed Mar 02 08:18:04 CET 2022;cell2;idle
Wed Mar 02 08:18:04 CET 2022;cell2;busy
Wed Mar 02 08:21:55 CET 2022;cell1;idle
Wed Mar 02 08:21:55 CET 2022;cell1;busy
Wed Mar 02 08:21:55 CET 2022;agv;idle
Wed Mar 02 08:21:55 CET 2022;agv;busy
Wed Mar 02 08:23:18 CET 2022;cell2;idle
Wed Mar 02 08:23:18 CET 2022;cell2;busy
Wed Mar 02 08:25:18 CET 2022;agv;idle
Wed Mar 02 08:25:18 CET 2022;agv;busy
Wed Mar 02 08:27:18 CET 2022;cell1;idle
Wed Mar 02 08:27:18 CET 2022;cell1;busy
Wed Mar 02 08:28:54 CET 2022;agv;idle
Wed Mar 02 08:28:54 CET 2022;agv;busy
Wed Mar 02 08:29:41 CET 2022;cell2;idle
Wed Mar 02 08:29:41 CET 2022;cell2;failure
Wed Mar 02 08:32:22 CET 2022;cell1;idle
Wed Mar 02 08:32:22 CET 2022;cell1;busy
Wed Mar 02 08:36:56 CET 2022;cell1;idle
Wed Mar 02 08:36:56 CET 2022;cell1;busy
Wed Mar 02 08:40:21 CET 2022;cell2;idle
Wed Mar 02 08:40:21 CET 2022;cell2;busy
Wed Mar 02 08:40:21 CET 2022;agv;idle
Wed Mar 02 08:40:21 CET 2022;agv;busy
Wed Mar 02 08:42:23 CET 2022;agv;idle
Wed Mar 02 08:42:23 CET 2022;agv;busy
Wed Mar 02 08:43:22 CET 2022;agv;idle
Wed Mar 02 08:43:22 CET 2022;agv;busy
Wed Mar 02 08:44:05 CET 2022;cell1;idle
Wed Mar 02 08:44:05 CET 2022;cell1;failure
Wed Mar 02 08:47:02 CET 2022;agv;idle
Wed Mar 02 08:47:02 CET 2022;agv;busy
Wed Mar 02 08:47:29 CET 2022;cell2;idle
Wed Mar 02 08:47:29 CET 2022;cell2;busy
Wed Mar 02 08:50:35 CET 2022;agv;idle
Wed Mar 02 08:50:35 CET 2022;agv;busy
Wed Mar 02 08:52:24 CET 2022;cell2;idle
Wed Mar 02 08:52:24 CET 2022;cell2;busy
Wed Mar 02 08:54:05 CET 2022;agv;idle
Wed Mar 02 08:54:05 CET 2022;agv;busy
Wed Mar 02 08:54:15 CET 2022;cell1;idle
Wed Mar 02 08:54:15 CET 2022;cell1;busy
Wed Mar 02 08:55:24 CET 2022;agv;idle
Wed Mar 02 08:55:24 CET 2022;agv;busy
Wed Mar 02 08:59:13 CET 2022;cell2;idle
Wed Mar 02 08:59:13 CET 2022;cell2;busy
Wed Mar 02 09:02:11 CET 2022;cell1;idle
Wed Mar 02 09:02:11 CET 2022;cell1;busy
Wed Mar 02 09:02:11 CET 2022;agv;idle
Wed Mar 02 09:02:11 CET 2022;agv;busy
Wed Mar 02 09:03:46 CET 2022;agv;idle
Wed Mar 02 09:03:46 CET 2022;agv;busy
Wed Mar 02 09:06:33 CET 2022;cell2;idle
Wed Mar 02 09:06:33 CET 2022;cell2;failure
Wed Mar 02 09:08:34 CET 2022;cell1;idle
Wed Mar 02 09:08:34 CET 2022;cell1;busy
Wed Mar 02 09:08:34 CET 2022;agv;idle
Wed Mar 02 09:08:34 CET 2022;agv;busy
Wed Mar 02 09:13:14 CET 2022;cell1;idle
Wed Mar 02 09:13:14 CET 2022;cell1;busy
Wed Mar 02 09:15:57 CET 2022;cell2;idle
Wed Mar 02 09:15:57 CET 2022;cell2;busy
Wed Mar 02 09:15:57 CET 2022;agv;idle
Wed Mar 02 09:15:57 CET 2022;agv;busy
Wed Mar 02 09:18:24 CET 2022;cell1;idle
Wed Mar 02 09:18:24 CET 2022;cell1;busy
Wed Mar 02 09:22:29 CET 2022;cell2;idle
Wed Mar 02 09:22:29 CET 2022;cell2;busy
Wed Mar 02 09:22:29 CET 2022;agv;idle
Wed Mar 02 09:22:29 CET 2022;agv;busy
Wed Mar 02 09:24:11 CET 2022;cell1;idle
Wed Mar 02 09:24:11 CET 2022;cell1;busy
Wed Mar 02 09:29:22 CET 2022;cell2;idle
Wed Mar 02 09:29:22 CET 2022;cell2;busy
Wed Mar 02 09:29:22 CET 2022;agv;idle
Wed Mar 02 09:29:22 CET 2022;agv;busy
Wed Mar 02 09:30:37 CET 2022;cell1;idle
Wed Mar 02 09:30:37 CET 2022;cell1;busy
Wed Mar 02 09:35:58 CET 2022;cell2;idle
Wed Mar 02 09:35:58 CET 2022;cell2;busy
Wed Mar 02 09:35:58 CET 2022;agv;idle
Wed Mar 02 09:35:58 CET 2022;agv;busy
Wed Mar 02 09:36:59 CET 2022;cell1;idle
Wed Mar 02 09:36:59 CET 2022;cell1;busy
Wed Mar 02 09:38:13 CET 2022;agv;idle
Wed Mar 02 09:38:13 CET 2022;agv;busy
Wed Mar 02 09:42:34 CET 2022;cell2;idle
Wed Mar 02 09:42:34 CET 2022;cell2;failure
Wed Mar 02 09:43:28 CET 2022;cell1;idle
Wed Mar 02 09:43:28 CET 2022;cell1;busy
Wed Mar 02 09:49:19 CET 2022;cell1;idle
Wed Mar 02 09:49:19 CET 2022;cell1;busy
Wed Mar 02 09:53:03 CET 2022;cell2;idle
Wed Mar 02 09:53:03 CET 2022;cell2;busy
Wed Mar 02 09:53:03 CET 2022;agv;idle
Wed Mar 02 09:53:03 CET 2022;agv;busy
Wed Mar 02 09:53:31 CET 2022;cell1;idle
Wed Mar 02 09:53:31 CET 2022;cell1;busy
Wed Mar 02 09:54:44 CET 2022;agv;idle
Wed Mar 02 09:54:44 CET 2022;agv;busy
Wed Mar 02 09:58:03 CET 2022;cell2;idle
Wed Mar 02 09:58:03 CET 2022;cell2;busy
Wed Mar 02 09:58:03 CET 2022;agv;idle
Wed Mar 02 09:58:03 CET 2022;agv;busy
Wed Mar 02 09:59:13 CET 2022;cell1;idle
Wed Mar 02 09:59:13 CET 2022;cell1;busy
Wed Mar 02 10:04:39 CET 2022;cell2;idle
Wed Mar 02 10:04:39 CET 2022;cell2;busy
Wed Mar 02 10:04:39 CET 2022;agv;idle
Wed Mar 02 10:04:39 CET 2022;agv;busy
Wed Mar 02 10:05:54 CET 2022;cell1;idle
Wed Mar 02 10:05:54 CET 2022;cell1;busy
Wed Mar 02 10:09:09 CET 2022;cell2;idle
Wed Mar 02 10:09:09 CET 2022;cell2;busy
Wed Mar 02 10:09:09 CET 2022;agv;idle
Wed Mar 02 10:09:09 CET 2022;agv;busy
Wed Mar 02 10:09:59 CET 2022;agv;idle
Wed Mar 02 10:09:59 CET 2022;agv;busy
Wed Mar 02 10:12:37 CET 2022;cell1;idle
Wed Mar 02 10:12:37 CET 2022;cell1;busy
Wed Mar 02 10:14:44 CET 2022;cell2;idle
Wed Mar 02 10:14:44 CET 2022;cell2;failure
Wed Mar 02 10:18:57 CET 2022;cell1;idle
Wed Mar 02 10:18:57 CET 2022;cell1;busy
Wed Mar 02 10:23:38 CET 2022;cell2;idle
Wed Mar 02 10:23:38 CET 2022;cell2;busy
Wed Mar 02 10:23:38 CET 2022;agv;idle
Wed Mar 02 10:23:38 CET 2022;agv;busy
Wed Mar 02 10:23:54 CET 2022;cell1;idle
Wed Mar 02 10:30:25 CET 2022;cell2;idle
Wed Mar 02 10:30:25 CET 2022;cell2;busy
Wed Mar 02 10:30:25 CET 2022;agv;idle
Wed Mar 02 10:30:25 CET 2022;agv;busy
Wed Mar 02 10:32:10 CET 2022;agv;idle
Wed Mar 02 10:32:10 CET 2022;cell1;busy
Wed Mar 02 10:32:10 CET 2022;agv;busy
Wed Mar 02 10:33:58 CET 2022;agv;idle
Wed Mar 02 10:33:58 CET 2022;agv;busy
Wed Mar 02 10:35:42 CET 2022;cell2;idle
Wed Mar 02 10:35:42 CET 2022;cell2;busy
Wed Mar 02 10:36:57 CET 2022;agv;idle
Wed Mar 02 10:36:57 CET 2022;agv;busy
Wed Mar 02 10:37:54 CET 2022;cell1;idle
Wed Mar 02 10:37:54 CET 2022;cell1;busy
Wed Mar 02 10:41:35 CET 2022;cell1;idle
Wed Mar 02 10:43:01 CET 2022;cell2;idle
Wed Mar 02 10:43:01 CET 2022;cell2;busy
Wed Mar 02 10:43:01 CET 2022;agv;idle
Wed Mar 02 10:43:01 CET 2022;agv;busy
Wed Mar 02 10:45:53 CET 2022;agv;idle
Wed Mar 02 10:45:53 CET 2022;cell1;busy
Wed Mar 02 10:45:53 CET 2022;agv;busy
Wed Mar 02 10:46:29 CET 2022;agv;idle
Wed Mar 02 10:46:29 CET 2022;agv;busy
Wed Mar 02 10:47:30 CET 2022;cell2;idle
Wed Mar 02 10:47:30 CET 2022;cell2;failure
Wed Mar 02 10:47:47 CET 2022;agv;idle
Wed Mar 02 10:47:47 CET 2022;agv;busy
Wed Mar 02 10:50:21 CET 2022;agv;idle
Wed Mar 02 10:50:21 CET 2022;agv;busy
Wed Mar 02 10:52:04 CET 2022;cell1;idle
Wed Mar 02 10:52:04 CET 2022;cell1;busy
Wed Mar 02 10:53:10 CET 2022;agv;idle
Wed Mar 02 10:53:10 CET 2022;agv;busy
Wed Mar 02 10:56:04 CET 2022;cell2;idle
Wed Mar 02 10:56:04 CET 2022;cell2;busy
Wed Mar 02 10:56:07 CET 2022;agv;idle
Wed Mar 02 10:56:07 CET 2022;agv;busy
Wed Mar 02 10:58:10 CET 2022;cell1;idle
Wed Mar 02 10:58:10 CET 2022;cell1;busy
Wed Mar 02 10:59:54 CET 2022;agv;idle
Wed Mar 02 10:59:54 CET 2022;agv;busy
Wed Mar 02 11:01:37 CET 2022;cell2;idle
Wed Mar 02 11:01:37 CET 2022;cell2;busy
Wed Mar 02 11:03:33 CET 2022;cell1;idle
Wed Mar 02 11:03:33 CET 2022;cell1;busy
Wed Mar 02 11:03:57 CET 2022;agv;idle
Wed Mar 02 11:03:57 CET 2022;agv;busy
Wed Mar 02 11:06:46 CET 2022;agv;idle
Wed Mar 02 11:06:46 CET 2022;agv;busy
Wed Mar 02 11:07:09 CET 2022;cell2;idle
Wed Mar 02 11:07:09 CET 2022;cell2;busy
Wed Mar 02 11:07:40 CET 2022;cell1;idle
Wed Mar 02 11:07:40 CET 2022;cell1;busy
Wed Mar 02 11:10:11 CET 2022;agv;idle
Wed Mar 02 11:10:11 CET 2022;agv;busy
Wed Mar 02 11:10:28 CET 2022;agv;idle
Wed Mar 02 11:10:28 CET 2022;agv;busy
Wed Mar 02 11:12:16 CET 2022;agv;idle
Wed Mar 02 11:12:16 CET 2022;agv;busy
Wed Mar 02 11:13:53 CET 2022;cell2;idle
Wed Mar 02 11:13:53 CET 2022;cell2;busy
Wed Mar 02 11:14:36 CET 2022;agv;idle
Wed Mar 02 11:14:36 CET 2022;agv;busy
Wed Mar 02 11:15:00 CET 2022;cell1;idle
Wed Mar 02 11:15:00 CET 2022;cell1;busy
Wed Mar 02 11:17:46 CET 2022;agv;idle
Wed Mar 02 11:17:46 CET 2022;agv;busy
Wed Mar 02 11:19:33 CET 2022;agv;idle
Wed Mar 02 11:19:33 CET 2022;agv;busy
Wed Mar 02 11:20:17 CET 2022;cell2;idle
Wed Mar 02 11:20:17 CET 2022;cell2;failure
Wed Mar 02 11:20:29 CET 2022;cell1;idle
Wed Mar 02 11:20:29 CET 2022;cell1;failure
Wed Mar 02 11:21:35 CET 2022;agv;idle
Wed Mar 02 11:21:35 CET 2022;agv;busy
Wed Mar 02 11:24:25 CET 2022;agv;idle
Wed Mar 02 11:24:25 CET 2022;agv;busy
Wed Mar 02 11:29:38 CET 2022;cell1;idle
Wed Mar 02 11:29:38 CET 2022;cell1;busy
Wed Mar 02 11:31:05 CET 2022;cell2;idle
Wed Mar 02 11:31:05 CET 2022;cell2;busy
Wed Mar 02 11:31:05 CET 2022;agv;idle
Wed Mar 02 11:31:05 CET 2022;agv;busy
Wed Mar 02 11:35:23 CET 2022;cell1;idle
Wed Mar 02 11:35:23 CET 2022;cell1;busy
Wed Mar 02 11:38:00 CET 2022;cell2;idle
Wed Mar 02 11:38:00 CET 2022;cell2;busy
Wed Mar 02 11:38:00 CET 2022;agv;idle
Wed Mar 02 11:38:00 CET 2022;agv;busy
Wed Mar 02 11:40:45 CET 2022;cell1;idle
Wed Mar 02 11:40:45 CET 2022;cell1;busy
Wed Mar 02 11:43:13 CET 2022;cell2;idle
Wed Mar 02 11:43:13 CET 2022;cell2;busy
Wed Mar 02 11:43:13 CET 2022;agv;idle
Wed Mar 02 11:43:13 CET 2022;agv;busy
Wed Mar 02 11:44:48 CET 2022;agv;idle
Wed Mar 02 11:44:48 CET 2022;agv;busy
Wed Mar 02 11:47:40 CET 2022;cell1;idle
Wed Mar 02 11:47:40 CET 2022;cell1;busy
Wed Mar 02 11:48:16 CET 2022;cell2;idle
Wed Mar 02 11:48:16 CET 2022;cell2;busy
Wed Mar 02 11:49:43 CET 2022;agv;idle
Wed Mar 02 11:49:43 CET 2022;agv;busy
Wed Mar 02 11:52:48 CET 2022;cell1;idle
Wed Mar 02 11:52:48 CET 2022;cell1;busy
Wed Mar 02 11:53:13 CET 2022;cell2;idle
Wed Mar 02 11:53:13 CET 2022;cell2;failure
Wed Mar 02 11:57:46 CET 2022;cell1;idle
Wed Mar 02 11:57:46 CET 2022;cell1;busy
Wed Mar 02 12:02:52 CET 2022;cell2;idle
Wed Mar 02 12:02:52 CET 2022;cell2;busy
Wed Mar 02 12:02:52 CET 2022;agv;idle
Wed Mar 02 12:02:52 CET 2022;agv;busy
Wed Mar 02 12:03:13 CET 2022;cell1;idle
Wed Mar 02 12:03:13 CET 2022;cell1;busy
Wed Mar 02 12:03:39 CET 2022;agv;idle
Wed Mar 02 12:03:39 CET 2022;agv;busy
Wed Mar 02 12:04:52 CET 2022;agv;idle
Wed Mar 02 12:04:52 CET 2022;agv;busy
Wed Mar 02 12:07:51 CET 2022;agv;idle
Wed Mar 02 12:07:51 CET 2022;agv;busy
Wed Mar 02 12:08:21 CET 2022;cell2;idle
Wed Mar 02 12:08:21 CET 2022;cell2;busy
Wed Mar 02 12:08:32 CET 2022;agv;idle
Wed Mar 02 12:08:32 CET 2022;agv;busy
Wed Mar 02 12:10:13 CET 2022;cell1;idle
Wed Mar 02 12:10:13 CET 2022;cell1;busy
Wed Mar 02 12:10:46 CET 2022;agv;idle
Wed Mar 02 12:10:46 CET 2022;agv;busy
Wed Mar 02 12:15:15 CET 2022;cell1;idle
Wed Mar 02 12:15:15 CET 2022;cell1;busy
Wed Mar 02 12:15:22 CET 2022;cell2;idle
Wed Mar 02 12:15:22 CET 2022;cell2;busy
Wed Mar 02 12:15:35 CET 2022;agv;idle
Wed Mar 02 12:15:35 CET 2022;agv;busy
Wed Mar 02 12:16:37 CET 2022;agv;idle
Wed Mar 02 12:16:37 CET 2022;agv;busy
Wed Mar 02 12:17:39 CET 2022;agv;idle
Wed Mar 02 12:17:39 CET 2022;agv;busy
Wed Mar 02 12:19:21 CET 2022;agv;idle
Wed Mar 02 12:19:21 CET 2022;agv;busy
Wed Mar 02 12:19:32 CET 2022;agv;idle
Wed Mar 02 12:19:32 CET 2022;agv;busy
Wed Mar 02 12:20:54 CET 2022;cell1;idle
Wed Mar 02 12:20:54 CET 2022;cell1;busy
Wed Mar 02 12:22:20 CET 2022;cell2;idle
Wed Mar 02 12:22:20 CET 2022;cell2;failure
Wed Mar 02 12:26:08 CET 2022;cell1;idle
Wed Mar 02 12:26:08 CET 2022;cell1;busy
Wed Mar 02 12:30:51 CET 2022;cell2;idle
Wed Mar 02 12:30:51 CET 2022;cell2;busy
Wed Mar 02 12:30:51 CET 2022;agv;idle
Wed Mar 02 12:30:51 CET 2022;agv;busy
Wed Mar 02 12:31:52 CET 2022;cell1;idle
Wed Mar 02 12:31:52 CET 2022;cell1;busy
Wed Mar 02 12:33:55 CET 2022;agv;idle
Wed Mar 02 12:33:55 CET 2022;agv;busy
Wed Mar 02 12:36:18 CET 2022;cell2;idle
Wed Mar 02 12:36:18 CET 2022;cell2;busy
Wed Mar 02 12:36:18 CET 2022;agv;idle
Wed Mar 02 12:36:18 CET 2022;agv;busy
Wed Mar 02 12:38:10 CET 2022;agv;idle
Wed Mar 02 12:38:10 CET 2022;agv;busy
Wed Mar 02 12:40:20 CET 2022;cell1;idle
Wed Mar 02 12:40:20 CET 2022;cell1;busy
Wed Mar 02 12:42:47 CET 2022;cell2;idle
Wed Mar 02 12:42:47 CET 2022;cell2;busy
Wed Mar 02 12:42:47 CET 2022;agv;idle
Wed Mar 02 12:42:47 CET 2022;agv;busy
Wed Mar 02 12:45:28 CET 2022;cell1;idle
Wed Mar 02 12:45:28 CET 2022;cell1;busy
Wed Mar 02 12:48:18 CET 2022;cell2;idle
Wed Mar 02 12:48:18 CET 2022;cell2;busy
Wed Mar 02 12:48:18 CET 2022;agv;idle
Wed Mar 02 12:48:18 CET 2022;agv;busy
Wed Mar 02 12:49:20 CET 2022;agv;idle
Wed Mar 02 12:49:20 CET 2022;agv;busy
Wed Mar 02 12:50:41 CET 2022;cell1;idle
Wed Mar 02 12:50:41 CET 2022;cell1;busy
Wed Mar 02 12:55:04 CET 2022;cell2;idle
Wed Mar 02 12:55:04 CET 2022;cell2;failure
Wed Mar 02 12:57:16 CET 2022;cell1;idle
Wed Mar 02 12:57:16 CET 2022;cell1;busy
Wed Mar 02 13:03:11 CET 2022;cell1;idle
Wed Mar 02 13:03:11 CET 2022;cell1;busy
Wed Mar 02 13:04:19 CET 2022;cell2;idle
Wed Mar 02 13:04:19 CET 2022;cell2;busy
Wed Mar 02 13:04:19 CET 2022;agv;idle
Wed Mar 02 13:04:19 CET 2022;agv;busy
Wed Mar 02 13:09:05 CET 2022;cell1;idle
Wed Mar 02 13:09:05 CET 2022;cell1;busy
Wed Mar 02 13:10:09 CET 2022;cell2;idle
Wed Mar 02 13:10:09 CET 2022;cell2;busy
Wed Mar 02 13:10:09 CET 2022;agv;idle
Wed Mar 02 13:10:09 CET 2022;agv;busy
Wed Mar 02 13:11:53 CET 2022;agv;idle
Wed Mar 02 13:11:53 CET 2022;agv;busy
Wed Mar 02 13:14:29 CET 2022;agv;idle
Wed Mar 02 13:14:29 CET 2022;agv;busy
Wed Mar 02 13:14:40 CET 2022;cell1;idle
Wed Mar 02 13:14:40 CET 2022;cell1;busy
Wed Mar 02 13:16:43 CET 2022;agv;idle
Wed Mar 02 13:16:43 CET 2022;agv;busy
Wed Mar 02 13:16:57 CET 2022;cell2;idle
Wed Mar 02 13:16:57 CET 2022;cell2;busy
Wed Mar 02 13:19:00 CET 2022;agv;idle
Wed Mar 02 13:19:00 CET 2022;agv;busy
Wed Mar 02 13:19:38 CET 2022;agv;idle
Wed Mar 02 13:19:38 CET 2022;agv;busy
Wed Mar 02 13:19:41 CET 2022;cell1;idle
Wed Mar 02 13:19:41 CET 2022;cell1;busy
Wed Mar 02 13:23:06 CET 2022;cell2;idle
Wed Mar 02 13:23:06 CET 2022;cell2;failure
Wed Mar 02 13:26:14 CET 2022;cell1;idle
Wed Mar 02 13:26:14 CET 2022;cell1;failure
Wed Mar 02 13:33:43 CET 2022;cell2;idle
Wed Mar 02 13:33:43 CET 2022;cell2;busy
Wed Mar 02 13:33:43 CET 2022;agv;idle
Wed Mar 02 13:33:43 CET 2022;agv;busy
Wed Mar 02 13:38:51 CET 2022;cell1;idle
Wed Mar 02 13:38:51 CET 2022;cell1;busy
Wed Mar 02 13:39:37 CET 2022;cell2;idle
Wed Mar 02 13:39:37 CET 2022;cell2;busy
Wed Mar 02 13:39:37 CET 2022;agv;idle
Wed Mar 02 13:39:37 CET 2022;agv;failure
Wed Mar 02 13:44:03 CET 2022;cell1;idle
Wed Mar 02 13:44:03 CET 2022;cell1;busy
Wed Mar 02 13:44:12 CET 2022;cell2;idle
Wed Mar 02 13:44:12 CET 2022;cell2;busy
Wed Mar 02 13:48:53 CET 2022;agv;idle
Wed Mar 02 13:48:53 CET 2022;agv;busy
Wed Mar 02 13:48:53 CET 2022;agv;idle
Wed Mar 02 13:48:53 CET 2022;agv;busy
Wed Mar 02 13:49:03 CET 2022;cell1;idle
Wed Mar 02 13:49:03 CET 2022;cell1;busy
Wed Mar 02 13:50:02 CET 2022;cell2;idle
Wed Mar 02 13:50:02 CET 2022;cell2;busy
Wed Mar 02 13:52:05 CET 2022;agv;idle
Wed Mar 02 13:52:05 CET 2022;agv;busy
Wed Mar 02 13:53:59 CET 2022;agv;idle
Wed Mar 02 13:53:59 CET 2022;agv;busy
Wed Mar 02 13:55:14 CET 2022;cell1;idle
Wed Mar 02 13:55:14 CET 2022;cell1;busy
Wed Mar 02 13:56:17 CET 2022;cell2;idle
Wed Mar 02 13:56:17 CET 2022;cell2;failure
Wed Mar 02 13:57:12 CET 2022;agv;idle
Wed Mar 02 13:57:12 CET 2022;agv;busy
Wed Mar 02 13:59:51 CET 2022;agv;idle
Wed Mar 02 13:59:51 CET 2022;agv;busy
Wed Mar 02 14:00:21 CET 2022;cell1;idle
Wed Mar 02 14:00:21 CET 2022;cell1;busy
Wed Mar 02 14:05:06 CET 2022;cell2;idle
Wed Mar 02 14:05:06 CET 2022;cell2;busy
Wed Mar 02 14:05:06 CET 2022;agv;idle
Wed Mar 02 14:05:06 CET 2022;agv;busy
Wed Mar 02 14:06:12 CET 2022;cell1;idle
Wed Mar 02 14:06:12 CET 2022;cell1;busy
Wed Mar 02 14:11:18 CET 2022;cell2;idle
Wed Mar 02 14:11:18 CET 2022;cell2;busy
Wed Mar 02 14:11:18 CET 2022;agv;idle
